q,chi1_z,chi2_z,PN_order,Padé,Taylor,Taylor_minus_Pade,Pade_better
0.25,0.5473684210526315,-0.4631578947368421,0PN,4.252780332670451,3.271082162853469,-0.9816981698169815,False
0.25,0.5473684210526315,-0.4631578947368421,1PN,2.0029553501722006,1.7421292675639393,-0.26082608260826134,False
0.25,0.5473684210526315,-0.4631578947368421,2PN,2.383793433980581,1.4452995845956425,-0.9384938493849386,False
0.25,0.5473684210526315,-0.3789473684210527,0PN,3.4687118778585107,2.632628269497674,-0.8360836083608367,False
0.25,0.5473684210526315,-0.3789473684210527,1PN,1.495714578128538,1.4925142580965347,-0.003200320032003212,False
0.25,0.5473684210526315,-0.3789473684210527,2PN,1.9733623429050149,1.270092015872312,-0.703270327032703,False
0.25,0.5473684210526315,-0.2947368421052632,0PN,2.8105318997496447,2.198470693629033,-0.6120612061206119,False
0.25,0.5473684210526315,-0.2947368421052632,1PN,1.1007609226519357,1.2951803645961295,0.1944194419441938,True
0.25,0.5473684210526315,-0.2947368421052632,2PN,1.633614207980468,1.1287637229319634,-0.5048504850485047,False
0.25,0.5473684210526315,-0.2105263157894737,0PN,2.2648284040832047,1.8911910403468308,-0.3736373637363739,False
0.25,0.5473684210526315,-0.2105263157894737,1PN,0.7990818294257389,1.143916312874084,0.344834483448345,True
0.25,0.5473684210526315,-0.2105263157894737,2PN,1.3495368749302896,1.020703991641961,-0.3288328832883287,False
0.25,0.5473684210526315,-0.1263157894736842,0PN,1.803450342134976,1.6546354606468268,-0.14881488148814914,False
0.25,0.5473684210526315,-0.1263157894736842,1PN,0.5601260097017318,1.0185718542861903,0.4584458445844586,True
0.25,0.5473684210526315,-0.1263157894736842,2PN,1.0929792950302644,0.9313631334141036,-0.16161616161616077,False
0.25,0.5473684210526315,-0.0421052631578947,0PN,1.4199453473536008,1.4759509479136566,0.05600560056005577,True
0.25,0.5473684210526315,-0.0421052631578947,1PN,0.3782411769365592,0.9230956623851037,0.5448544854485444,True
0.25,0.5473684210526315,-0.0421052631578947,2PN,0.8670900618250479,0.8654899018090467,-0.001600160016001162,False
0.25,0.5473684210526315,0.0421052631578946,0PN,1.0905747071371923,1.3305987095374323,0.24002400240024002,True
0.25,0.5473684210526315,0.0421052631578946,1PN,0.2296886185283311,0.841749824648943,0.6120612061206119,True
0.25,0.5473684210526315,0.0421052631578946,2PN,0.6537310227687554,0.8089465443209107,0.15521552155215534,True
0.25,0.5473684210526315,0.1263157894736841,0PN,0.8150604177415075,1.2183007417739111,0.4032403240324036,True
0.25,0.5473684210526315,0.1263157894736841,1PN,0.1181907307728109,0.7814570574054742,0.6632663266326633,True
0.25,0.5473684210526315,0.1263157894736841,2PN,0.4590248141811517,0.7702559372934634,0.3112311231123117,True
0.25,0.5473684210526315,0.2105263157894736,0PN,0.5780022554146584,1.1292573809272093,0.5512551255125508,True
0.25,0.5473684210526315,0.2105263157894736,1PN,0.0291473699261088,0.7340178569748139,0.7048704870487051,True
0.25,0.5473684210526315,0.2105263157894736,2PN,0.2739718523743542,0.7420186570548224,0.4680468046804682,True
0.25,0.5473684210526315,0.2947368421052632,0PN,0.3671715140582243,1.051239920898909,0.6840684068406846,True
0.25,0.5473684210526315,0.2947368421052632,1PN,0.0472699300861902,0.6912039172985489,0.6439339872123587,True
0.25,0.5473684210526315,0.2947368421052632,2PN,0.0903438312899478,0.7168064775545746,0.6264626462646268,True
0.25,0.5473684210526315,0.3789473684210525,0PN,0.1877213618349134,0.9942020098997202,0.8064806480648068,True
0.25,0.5473684210526315,0.3789473684210525,1PN,0.104307841085379,0.6629688865873891,0.55866104550201,True
0.25,0.5473684210526315,0.3789473684210525,2PN,0.0819056008613565,0.7037729669954298,0.6218673661340733,True
0.25,0.5473684210526315,0.463157894736842,0PN,0.024582700045149,0.9438746292380684,0.9192919291929195,True
0.25,0.5473684210526315,0.463157894736842,1PN,0.1570354617710321,0.637443986173762,0.48040852440272985,True
0.25,0.5473684210526315,0.463157894736842,2PN,0.2490446626911242,0.6926495067258176,0.44360484403469336,True
0.25,0.5473684210526315,0.5473684210526315,0PN,0.1231694839427142,0.9033331663223124,0.7801636823795982,True
0.25,0.5473684210526315,0.5473684210526315,1PN,0.2031774847427945,0.6185046834740273,0.4153271987312328,True
0.25,0.5473684210526315,0.5473684210526315,2PN,0.3855957265669767,0.6873115641620959,0.3017158375951192,True
0.25,0.5473684210526315,0.631578947368421,0PN,0.252108242742207,0.8768046485469223,0.6246964058047153,True
0.25,0.5473684210526315,0.631578947368421,1PN,0.2441074426621985,0.6111780858906566,0.36707064322845806,True
0.25,0.5473684210526315,0.631578947368421,2PN,0.5137344053584685,0.691986166698737,0.17825176134026854,True
0.25,0.5473684210526315,0.7157894736842105,0PN,0.3783470870231222,0.8521759652821079,0.47382887825898573,True
0.25,0.5473684210526315,0.7157894736842105,1PN,0.3047397262870492,0.6033510827938593,0.2986113565068101,True
0.25,0.5473684210526315,0.7157894736842105,2PN,0.6479740497193922,0.6961603637219516,0.04818631400255935,True
0.25,0.5473684210526315,0.8,0PN,0.5011020933763701,0.835031519984966,0.3339294266085959,True
0.25,0.5473684210526315,0.8,1PN,,0.6014081576487325,,False
0.25,0.5473684210526315,0.8,2PN,,0.7046184786808354,,False
0.25,0.631578947368421,-0.8,0PN,6.310159572047191,6.310159572047191,0.0,False
0.25,0.631578947368421,-0.8,1PN,5.85011356744673,4.788407396829669,-1.061706170617061,False
0.25,0.631578947368421,-0.8,2PN,5.298058361926179,3.1418427403640226,-2.1562156215621564,False
0.25,0.631578947368421,-0.7157894736842105,0PN,6.321490095425999,6.321490095425999,0.0,False
0.25,0.631578947368421,-0.7157894736842105,1PN,4.522910237440201,3.287586705086965,-1.2353235323532363,False
0.25,0.631578947368421,-0.7157894736842105,2PN,4.266884634879944,2.4122991763340904,-1.8545854585458539,False
0.25,0.631578947368421,-0.6315789473684211,0PN,6.247412958017762,5.7033585525772175,-0.5440544054405443,False
0.25,0.631578947368421,-0.6315789473684211,1PN,3.4583340501269726,2.532641480870047,-0.9256925692569258,False
0.25,0.631578947368421,-0.6315789473684211,2PN,3.4735355702789885,1.9757857953014897,-1.4977497749774988,False
0.25,0.631578947368421,-0.5473684210526316,0PN,5.131397131056477,4.220106001943566,-0.9112911291129118,False
0.25,0.631578947368421,-0.5473684210526316,1PN,2.6167456659099617,2.0566896603094023,-0.5600560056005595,False
0.25,0.631578947368421,-0.5473684210526316,2PN,2.847968788222193,1.6662506164050113,-1.1817181718171819,False
0.25,0.631578947368421,-0.4631578947368421,0PN,4.202561665966998,3.2248638961900205,-0.9776977697769778,False
0.25,0.631578947368421,-0.4631578947368421,1PN,1.9695383636367647,1.7271141212125225,-0.2424242424242422,False
0.25,0.631578947368421,-0.4631578947368421,2PN,2.3527766874691483,1.4414855583562365,-0.9112911291129118,False
0.25,0.631578947368421,-0.3789473684210527,0PN,3.4276592306421745,2.6035768224013496,-0.8240824082408249,False
0.25,0.631578947368421,-0.3789473684210527,1PN,1.471463611080218,1.4818646511842286,0.010401040104010661,True
0.25,0.631578947368421,-0.3789473684210527,2PN,1.9443108958086903,1.2682432890480144,-0.6760676067606759,False
0.25,0.631578947368421,-0.2947368421052632,0PN,2.77626416485378,2.1794044788851834,-0.5968596859685964,False
0.25,0.631578947368421,-0.2947368421052632,1PN,1.0824947879160862,1.287315269964291,0.2048204820482047,True
0.25,0.631578947368421,-0.2947368421052632,2PN,1.6097475131886134,1.1280993483721322,-0.4816481648164812,False
0.25,0.631578947368421,-0.2105263157894737,0PN,2.2372122558416483,1.8779763322492884,-0.3592359235923599,False
0.25,0.631578947368421,-0.2105263157894737,1PN,0.7858671213281965,1.138702404856549,0.3528352835283526,True
0.25,0.631578947368421,-0.2105263157894737,2PN,1.3267212067367375,1.0218907236884325,-0.30483048304830507,False
0.25,0.631578947368421,-0.1263157894736842,0PN,1.780928386234827,1.6457148648826911,-0.13521352135213593,False
0.25,0.631578947368421,-0.1263157894736842,1PN,0.550405333929596,1.015251818578061,0.464846484648465,True
0.25,0.631578947368421,-0.1263157894736842,2PN,1.0712574191381168,0.9336436577619796,-0.13761376137613723,False
0.25,0.631578947368421,-0.0421052631578947,0PN,1.401651784999721,1.4696585856797886,0.06800680068006759,True
0.25,0.631578947368421,-0.0421052631578947,1PN,0.3711487346946902,0.9216037801992408,0.5504550455045507,True
0.25,0.631578947368421,-0.0421052631578947,2PN,0.8455961794391649,0.8687984996711884,0.02320232023202351,True
0.25,0.631578947368421,0.0421052631578946,0PN,1.075634146988773,1.3260591894930234,0.25042504250425046,True
0.25,0.631578947368421,0.0421052631578946,1PN,0.2251490984839228,0.841210704644539,0.6160616061606161,True
0.25,0.631578947368421,0.0421052631578946,2PN,0.63238982255633,0.81240782435651,0.18001800180018002,True
0.25,0.631578947368421,0.1263157894736841,0PN,0.8018304605955136,1.2154718247319272,0.4136413641364136,True
0.25,0.631578947368421,0.1263157894736841,1PN,0.1145617337228257,0.7810283803874922,0.6664666466646665,True
0.25,0.631578947368421,0.1263157894736841,2PN,0.4377940569551493,0.7746277403234858,0.3368336833683365,True
0.25,0.631578947368421,0.2105263157894736,0PN,0.5616316225476492,1.1216876281482095,0.5600560056005603,True
0.25,0.631578947368421,0.2105263157894736,1PN,0.0215776171471091,0.7288483442198164,0.7072707270727072,True
0.25,0.631578947368421,0.2105263157894736,2PN,0.2464000993953341,0.7408495443398291,0.49444944494449494,True
0.25,0.631578947368421,0.2947368421052632,0PN,0.3586324964841401,1.0507017034048325,0.6920692069206924,True
0.25,0.631578947368421,0.2947368421052632,1PN,0.047808147580266,0.6922658598204734,0.6444577122402074,True
0.25,0.631578947368421,0.2947368421052632,2PN,0.0690035335878507,0.7210687401085023,0.6520652065206516,True
0.25,0.631578947368421,0.3789473684210525,0PN,0.1749759274318774,0.9878572155606906,0.8128812881288132,True
0.25,0.631578947368421,0.3789473684210525,1PN,0.1106526354244077,0.6590243322723617,0.548371696847954,True
0.25,0.631578947368421,0.3789473684210525,2PN,0.1098525554164076,0.7038288127204066,0.5939762573039991,True
0.25,0.631578947368421,0.463157894736842,0PN,0.0114766703057571,0.937969319570684,0.9264926492649269,True
0.25,0.631578947368421,0.463157894736842,1PN,0.1629407714384165,0.6331388365223796,0.47019806508396306,True
0.25,0.631578947368421,0.463157894736842,2PN,0.2693514125025236,0.6915446771064375,0.42219326460391393,True
0.25,0.631578947368421,0.5473684210526315,0PN,0.1292838772561513,0.9036194130728816,0.7743355358167303,True
0.25,0.631578947368421,0.5473684210526315,1PN,0.2036913180002262,0.6203910902405978,0.4166997722403716,True
0.25,0.631578947368421,0.5473684210526315,2PN,0.3997109199604223,0.6915982109526695,0.2918872909922472,True
0.25,0.631578947368421,0.631578947368421,0PN,0.2639041487128493,0.8714093826402864,0.6075052339274372,True
0.25,0.631578947368421,0.631578947368421,1PN,0.2511028685848364,0.6073829800000219,0.3562801114151855,True
0.25,0.631578947368421,0.631578947368421,2PN,0.5327310314011182,0.6913913808401064,0.1586603494389882,True
0.25,0.631578947368421,0.7157894736842105,0PN,0.3904907295238642,0.8472330428533734,0.4567423133295092,True
0.25,0.631578947368421,0.7157894736842105,1PN,0.3136830487557871,0.5992082403731258,0.2855251916173387,True
0.25,0.631578947368421,0.7157894736842105,2PN,0.6657182522761396,0.6952178413332222,0.02949958905708261,True
0.25,0.631578947368421,0.8,0PN,0.5127496056244483,0.8305847278088945,0.3178351221844462,True
0.25,0.631578947368421,0.8,1PN,,0.5969613654726609,,False
0.25,0.631578947368421,0.8,2PN,,0.7033720065367679,,False
0.25,0.7157894736842105,-0.8,0PN,6.313780177801501,6.313780177801501,0.0,False
0.25,0.7157894736842105,-0.8,1PN,5.761724972280948,4.660014801263847,-1.1017101710171016,False
0.25,0.7157894736842105,-0.8,2PN,5.235272327016423,3.0998587856622866,-2.1354135413541364,False
0.25,0.7157894736842105,-0.7157894736842105,0PN,6.3255291725560046,6.3255291725560046,0.0,False
0.25,0.7157894736842105,-0.7157894736842105,1PN,4.451741793818131,3.229219541592908,-1.2225222522252235,False
0.25,0.7157894736842105,-0.7157894736842105,2PN,4.217318351473896,2.392335853224071,-1.8249824982498248,False
0.25,0.7157894736842105,-0.6315789473684211,0PN,6.175030234757688,5.604573189053118,-0.5704570457045701,False
0.25,0.7157894736842105,-0.6315789473684211,1PN,3.402753007034916,2.5002627580100136,-0.9024902490249023,False
0.25,0.7157894736842105,-0.6315789473684211,2PN,3.433156047338947,1.9642091526494776,-1.4689468946894693,False
0.25,0.7157894736842105,-0.5473684210526316,0PN,5.0715906251243865,4.145898055867461,-0.9256925692569258,False
0.25,0.7157894736842105,-0.5473684210526316,1PN,2.5745409201538894,2.036087074769352,-0.5384538453845376,False
0.25,0.7157894736842105,-0.5473684210526316,2PN,2.813764842546129,1.6600494710089753,-1.1537153715371535,False
0.25,0.7157894736842105,-0.4631578947368421,0PN,4.153585524111041,3.1806882343820684,-0.9728972897289729,False
0.25,0.7157894736842105,-0.4631578947368421,1PN,1.9381639819568264,1.7133414997086014,-0.224822482248225,False
0.25,0.7157894736842105,-0.4631578947368421,2PN,2.32220238579721,1.438113976956326,-0.884088408840884,False
0.25,0.7157894736842105,-0.3789473684210527,0PN,3.3869761343105087,2.5764950862056986,-0.8104810481048101,False
0.25,0.7157894736842105,-0.3789473684210527,1PN,1.4475821949165693,1.4715845951565938,0.024002400240024535,True
0.25,0.7157894736842105,-0.3789473684210527,2PN,1.918829319629041,1.266764113108389,-0.6520652065206518,False
0.25,0.7157894736842105,-0.2947368421052632,0PN,2.743163399669516,2.161505233852934,-0.5816581658165823,False
0.25,0.7157894736842105,-0.2947368421052632,1PN,1.0645955428838376,1.280617145044053,0.2160216021602155,True
0.25,0.7157894736842105,-0.2947368421052632,2PN,1.5870477881083596,1.128601943523901,-0.4584458445844586,False
0.25,0.7157894736842105,-0.2105263157894737,0PN,2.2099558604977947,1.8651213770494497,-0.344834483448345,False
0.25,0.7157894736842105,-0.2105263157894737,1PN,0.7730121661283578,1.1338482497367188,0.36083608360836106,True
0.25,0.7157894736842105,-0.2105263157894737,2PN,1.3042652914408892,1.0234372086326085,-0.28082808280828075,False
0.25,0.7157894736842105,-0.1263157894736842,0PN,1.758723424984863,1.6363111837607405,-0.12241224122412242,False
0.25,0.7157894736842105,-0.1263157894736842,1PN,0.5418017328156455,1.012248777520116,0.47044704470447063,True
0.25,0.7157894736842105,-0.1263157894736842,2PN,1.0498525378961534,0.9362411767600398,-0.11361136113611359,False
0.25,0.7157894736842105,-0.0421052631578947,0PN,1.3785420126304984,1.4585500134305778,0.08000800080007942,True
0.25,0.7157894736842105,-0.0421052631578947,1PN,0.3600401624454794,0.9144956079900344,0.554455445544555,True
0.25,0.7157894736842105,-0.0421052631578947,2PN,0.819286087037939,0.8664908075099862,0.04720472047204716,True
0.25,0.7157894736842105,0.0421052631578946,0PN,1.0609514010284324,1.3217774836366938,0.26082608260826134,True
0.25,0.7157894736842105,0.0421052631578946,1PN,0.2208673926275923,0.8401293188202117,0.6192619261926193,True
0.25,0.7157894736842105,0.0421052631578946,2PN,0.6113064365319834,0.8169269985881891,0.2056205620562057,True
0.25,0.7157894736842105,0.1263157894736841,0PN,0.7840469786864892,1.2072893029189125,0.42324232423242325,True
0.25,0.7157894736842105,0.1263157894736841,1PN,0.106379211909811,0.7760461786064807,0.6696669666966697,True
0.25,0.7157894736842105,0.1263157894736841,2PN,0.4104096149501153,0.7736459385824785,0.36323632363236324,True
0.25,0.7157894736842105,0.2105263157894736,0PN,0.5516729827941225,1.1197297884746904,0.5680568056805679,True
0.25,0.7157894736842105,0.2105263157894736,1PN,0.020419857481591,0.7292907445702994,0.7088708870887084,True
0.25,0.7157894736842105,0.2105263157894736,2PN,0.2252403395297957,0.7452923447303155,0.5200520052005198,True
0.25,0.7157894736842105,0.2947368421052632,0PN,0.343422765890756,1.0434927728914567,0.7000700070007007,True
0.25,0.7157894736842105,0.2947368421052632,1PN,0.0550170780936425,0.6874571693311,0.6324400912374575,True
0.25,0.7157894736842105,0.2947368421052632,2PN,0.0409925228664538,0.7202604496591332,0.6792679267926793,True
0.25,0.7157894736842105,0.3789473684210525,0PN,0.1608359376032346,0.9817180258120556,0.820882088208821,True
0.25,0.7157894736842105,0.3789473684210525,1PN,0.1167918251730428,0.6536852225317276,0.5368933973586848,True
0.25,0.7157894736842105,0.3789473684210525,2PN,0.1375939053810642,0.7024901030197759,0.5648961976387117,True
0.25,0.7157894736842105,0.463157894736842,0PN,0.0016288156847141,0.9312644736442182,0.9296356579595041,True
0.25,0.7157894736842105,0.463157894736842,1PN,0.1696456173648823,0.6280341506119149,0.45838853324703266,True
0.25,0.7157894736842105,0.463157894736842,2PN,0.2896576185650024,0.6904403912359771,0.40078277267097473,True
0.25,0.7157894736842105,0.5473684210526315,0PN,0.1416052104544132,0.896898639930626,0.7552934294762128,True
0.25,0.7157894736842105,0.5473684210526315,1PN,0.2104120911424818,0.6152704771143442,0.4048583859718624,True
0.25,0.7157894736842105,0.5473684210526315,2PN,0.4192329732306907,0.6904779978664193,0.2712450246357286,True
0.25,0.7157894736842105,0.631578947368421,0PN,0.2767978642603181,0.8657163871648241,0.588918522904506,True
0.25,0.7157894736842105,0.631578947368421,1PN,0.2583960240762999,0.6016899845245605,0.34329396044826055,True
0.25,0.7157894736842105,0.631578947368421,2PN,0.5520253870125935,0.6896987854046484,0.13767339839205484,True
0.25,0.7157894736842105,0.7157894736842105,0PN,0.4030962042041612,0.8410282082370828,0.4379320040329216,True
0.25,0.7157894736842105,0.7157894736842105,1PN,0.324688363420083,0.5946035657728364,0.26991520235275335,True
0.25,0.7157894736842105,0.7157894736842105,2PN,0.684724367020443,0.6930134067569349,0.008289039736491866,True
0.25,0.7157894736842105,0.8,0PN,0.525811149334849,0.8239238241625011,0.29811267482765214,True
0.25,0.7157894736842105,0.8,1PN,,0.5919006218422687,,False
0.25,0.7157894736842105,0.8,2PN,,0.7007115029303779,,False
0.25,0.8,-0.8,0PN,6.317790913233827,6.317790913233827,0.0,False
0.25,0.8,-0.8,1PN,5.675326666809184,4.538412975440048,-1.136913691369136,False
0.25,0.8,-0.8,2PN,5.1736765017926825,3.060665200662569,-2.1130113011301135,False
0.25,0.8,-0.7157894736842105,0PN,6.3299532273256425,6.3299532273256425,0.0,False
0.25,0.8,-0.7157894736842105,1PN,4.382558487851695,3.1744376757704864,-1.208120812081209,False
0.25,0.8,-0.7157894736842105,2PN,4.16893712571548,2.373557587761686,-1.7953795379537945,False
0.25,0.8,-0.6315789473684211,0PN,6.1038961031320245,5.507836497171429,-0.5960596059605958,False
0.25,0.8,-0.6315789473684211,1PN,3.348420555577269,2.4699327067923904,-0.8784878487848786,False
0.25,0.8,-0.6315789473684211,2PN,3.393225036025314,1.953881101631874,-1.43934393439344,False
0.25,0.8,-0.5473684210526316,0PN,5.013013460932933,4.074519611547993,-0.9384938493849395,False
0.25,0.8,-0.5473684210526316,1PN,2.5335655161384523,2.016713830969936,-0.5168516851685161,False
0.25,0.8,-0.5473684210526316,2PN,2.7799901586026987,1.6542775873455726,-1.125712571257126,False
0.25,0.8,-0.4631578947368421,0PN,4.104991581264844,3.1384949315998774,-0.966496649664967,False
0.25,0.8,-0.4631578947368421,1PN,1.9071717992866464,1.6999510772144393,-0.2072207220722071,False
0.25,0.8,-0.4631578947368421,2PN,2.2912102031270307,1.4351245945661746,-0.8560856085608561,False
0.25,0.8,-0.3789473684210527,0PN,3.342548642104452,2.5448688741276544,-0.7976797679767977,False
0.25,0.8,-0.3789473684210527,1PN,1.4199563828785284,1.457560143254566,0.03760376037603752,True
0.25,0.8,-0.3789473684210527,2PN,1.8896033475749987,1.2615405412943708,-0.6280628062806279,False
0.25,0.8,-0.2947368421052632,0PN,2.710417044272905,2.143960398608338,-0.5664566456645668,False
0.25,0.8,-0.2947368421052632,1PN,1.047850787647242,1.2742734299114682,0.22642264226422615,True
0.25,0.8,-0.2947368421052632,2PN,1.5647024728157586,1.1294589484633235,-0.4352435243524351,False
0.25,0.8,-0.2105263157894737,0PN,2.178958498642302,1.8485254553379709,-0.330433043304331,False
0.25,0.8,-0.2105263157894737,1PN,0.7556161644088779,1.1244530480972466,0.36883688368836864,True
0.25,0.8,-0.2105263157894737,2PN,1.2780684096334007,1.0212427270651436,-0.2568256825682571,False
0.25,0.8,-0.1263157894736842,0PN,1.7326609142257867,1.6230499531296765,-0.10961096109611024,False
0.25,0.8,-0.1263157894736842,1PN,0.5277404221765813,1.0045881069450582,0.47684768476847683,True
0.25,0.8,-0.1263157894736842,2PN,1.0237900271370777,0.9341810662409876,-0.08960896089609005,False
0.25,0.8,-0.0421052631578947,0PN,1.3607679478383057,1.452777148758397,0.09200920092009124,True
0.25,0.8,-0.0421052631578947,1PN,0.3542672977732986,0.913523223365858,0.5592559255925594,True
0.25,0.8,-0.0421052631578947,2PN,0.7983117022137431,0.870318902933815,0.07200720072007183,True
0.25,0.8,0.0421052631578946,0PN,1.0402085138081412,1.3122357165284133,0.27202720272027214,True
0.25,0.8,0.0421052631578946,1PN,0.2121257055273138,0.8345879517519355,0.6224622462246217,True
0.25,0.8,0.0421052631578946,2PN,0.5841629092476857,0.8153860315599171,0.2312231223122314,True
0.25,0.8,0.1263157894736841,0PN,0.771873196502046,1.2047164808304789,0.4328432843284329,True
0.25,0.8,0.1263157894736841,1PN,0.1038063898213774,0.7758735965420502,0.6720672067206729,True
0.25,0.8,0.1263157894736841,2PN,0.3894349526776635,0.7782738365660524,0.38883888388838894,True
0.25,0.8,0.2105263157894736,0PN,0.534926767237105,1.1125845330136823,0.5776577657765773,True
0.25,0.8,0.2105263157894736,1PN,0.012474522012583,0.7237456491252936,0.7112711271127106,True
0.25,0.8,0.2105263157894736,2PN,0.1980930838687684,0.7445477293333149,0.5464546454645465,True
0.25,0.8,0.2947368421052632,0PN,0.3284104733528536,1.036481280433562,0.7080708070807082,True
0.25,0.8,0.2947368421052632,1PN,0.0620285705515364,0.6820458368892073,0.6200172663376708,True
0.25,0.8,0.2947368421052632,2PN,0.0131789502005386,0.7188495172572438,0.7056705670567052,True
0.25,0.8,0.3789473684210525,0PN,0.1458985680990872,0.9739813763799154,0.8280828082808283,True
0.25,0.8,0.3789473684210525,1PN,0.1245284746051829,0.6483488131235897,0.5238203385184068,True
0.25,0.8,0.3789473684210525,2PN,0.1661326350212246,0.7003540136436421,0.5342213786224175,True
0.25,0.8,0.463157894736842,0PN,0.0157314984355361,0.9235624309574026,0.9078309325218665,True
0.25,0.8,0.463157894736842,1PN,0.1773476600516979,0.6219322679411015,0.44458460788940357,True
0.25,0.8,0.463157894736842,2PN,0.3109610213878317,0.6875388285971669,0.37657780720933515,True
0.25,0.8,0.5473684210526315,0PN,0.1558568074349868,0.8898477630220589,0.7339909555870721,True
0.25,0.8,0.5473684210526315,1PN,0.218263048059049,0.6090196802137782,0.39075663215472917,True
0.25,0.8,0.5473684210526315,2PN,0.4398852102752708,0.6882276010058574,0.24834239073058667,True
0.25,0.8,0.631578947368421,0PN,0.2901664861326933,0.8579483253484552,0.5677818392157619,True
0.25,0.8,0.631578947368421,1PN,0.2669641659006698,0.5955220827241927,0.3285579168235229,True
0.25,0.8,0.631578947368421,2PN,0.5725947289569753,0.6867312036362838,0.11413647467930854,True
0.25,0.8,0.7157894736842105,0PN,0.417153495350421,0.8333715571548304,0.41621806180440934,True
0.25,0.8,0.7157894736842105,1PN,0.3379455745583417,0.587746994698584,0.24980142014024237,True
0.25,0.8,0.7157894736842105,2PN,0.7043822182227082,0.6893571557146858,-0.01502506250802238,False
0.25,0.8,0.8,0PN,0.5467110144858598,0.8094245990754958,0.262713584589636,True
0.25,0.8,0.8,1PN,,0.5782014767632653,,False
0.25,0.8,0.8,2PN,,0.6910127578913778,,False
0.3,-0.8,-0.8,0PN,6.336671400286809,6.336671400286809,0.0,False
0.3,-0.8,-0.8,1PN,4.992536986845465,3.89802753590037,-1.094509450945095,False
0.3,-0.8,-0.8,2PN,4.446882421388919,2.489886721818962,-1.9569956995699567,False
0.3,-0.8,-0.7157894736842105,0PN,6.356649075785398,6.356649075785398,0.0,False
0.3,-0.8,-0.7157894736842105,1PN,3.966810091887009,3.029916402518072,-0.936893689368937,False
0.3,-0.8,-0.7157894736842105,2PN,3.761189529830804,2.0994233532131417,-1.6617661766176623,False
0.3,-0.8,-0.6315789473684211,0PN,5.901444705076355,5.311785739179766,-0.5896589658965894,False
0.3,-0.8,-0.6315789473684211,1PN,3.1179663572415715,2.4883033909449424,-0.6296629662966291,False
0.3,-0.8,-0.6315789473684211,2PN,3.213175878193668,1.810635624168264,-1.4025402540254042,False
0.3,-0.8,-0.5473684210526316,0PN,4.970320078212424,4.158238870091612,-0.8120812081208122,False
0.3,-0.8,-0.5473684210526316,1PN,2.430866132817884,2.1092339696015627,-0.3216321632163215,False
0.3,-0.8,-0.5473684210526316,2PN,2.770100056210224,1.589181964401043,-1.1809180918091808,False
0.3,-0.8,-0.4631578947368421,0PN,4.168776401972249,3.345494073739426,-0.8232823282328225,False
0.3,-0.8,-0.4631578947368421,1PN,1.87974749908196,1.8261421385459056,-0.05360536053605447,False
0.3,-0.8,-0.4631578947368421,2PN,2.402199744306482,1.4141009344254942,-0.988098809880988,False
0.3,-0.8,-0.3789473684210527,0PN,3.4806467459484063,2.7925779390677183,-0.6880688068806879,False
0.3,-0.8,-0.3789473684210527,1PN,1.4412428055543662,1.6052592071945302,0.16401640164016396,True
0.3,-0.8,-0.3789473684210527,2PN,2.0893076120350145,1.272425923866198,-0.8168816881688166,False
0.3,-0.8,-0.2947368421052632,0PN,2.8920961975899715,2.397646752645477,-0.4944494449444945,False
0.3,-0.8,-0.2947368421052632,1PN,1.0927162595961717,1.428749862956508,0.3360336033603364,True
0.3,-0.8,-0.2947368421052632,2PN,1.8175887468448968,1.1575227402442367,-0.6600660066006601,False
0.3,-0.8,-0.2105263157894737,0PN,2.3884826554692014,2.102054012604915,-0.28642864286428615,False
0.3,-0.8,-0.2105263157894737,1PN,0.8139251997236272,1.2851723244360986,0.47124712471247143,True
0.3,-0.8,-0.2105263157894737,2PN,1.574801287332388,1.0635501622198769,-0.5112511251125111,False
0.3,-0.8,-0.1263157894736842,0PN,1.9491456581995243,1.86433717735144,-0.08480848084808446,False
0.3,-0.8,-0.1263157894736842,1PN,0.5842091645501593,1.1594666903027346,0.5752575257525754,True
0.3,-0.8,-0.1263157894736842,2PN,1.345885332166921,0.9794486885025546,-0.36643664366436646,False
0.3,-0.8,-0.0421052631578947,0PN,1.578809189944601,1.682019510976704,0.10321032103210293,True
0.3,-0.8,-0.0421052631578947,1PN,0.4058918982154278,1.0627575847840849,0.6568656865686571,True
0.3,-0.8,-0.0421052631578947,2PN,1.1475660656321702,0.9171430233279398,-0.23042304230423039,False
0.3,-0.8,0.0421052631578946,0PN,1.2590223211106837,1.53504992387096,0.2760276027602764,True
0.3,-0.8,0.0421052631578946,1PN,0.2621226311416871,0.9829947183504072,0.7208720872087201,True
0.3,-0.8,0.0421052631578946,2PN,0.9685932782063932,0.8677831971982926,-0.10081008100810063,False
0.3,-0.8,0.1263157894736841,0PN,0.9825218365801748,1.4145650409006063,0.43204320432043153,True
0.3,-0.8,0.1263157894736841,1PN,0.1464382282193388,0.9177153559321104,0.7712771277127716,True
0.3,-0.8,0.1263157894736841,2PN,0.7985034347399904,0.8289064750440214,0.03040304030403096,True
0.3,-0.8,0.2105263157894736,0PN,0.7353019770309506,1.3097594227755258,0.5744574457445752,True
0.3,-0.8,0.2105263157894736,1PN,0.0456330101342614,0.8577142182550737,0.8120812081208123,True
0.3,-0.8,0.2105263157894736,2PN,0.6280912559588434,0.7913075775910072,0.16321632163216382,True
