configuration_name,q,chi1,chi2,theta1_deg,theta2_deg,dphi_deg,a_merger_NR,delta_a_0PN,delta_a_1PN,delta_a_2PN
counter_tilted_opposite_azimuth_q0.3_chi10.2_chi20.2_th145_th2135_dphi0,0.3,0.2,0.2,45.0,135.0,0.0,3.3802680585049427,0.3047004383447418,0.4025702887279654,0.4662766593650294
nearly_aligned_q0.3_chi10.2_chi20.2_th10.0573_th20.0573_dphi0,0.3,0.2,0.2,0.0572957795130823,0.0572957795130823,0.0,3.238770538665084,0.1861719555843408,0.5119978613973575,0.5275994215533735
nearly_antialigned_q0.3_chi10.2_chi20.2_th1180_th2180_dphi0,0.3,0.2,0.2,179.94270422048692,179.94270422048692,0.0,3.4778380093823777,1.5215619306116217,0.5945692313416941,0.4021499894175022
primary_aligned_secondary_antialigned_q0.3_chi10.2_chi20.2_th10.0573_th2180_dphi0,0.3,0.2,0.2,0.0572957795130823,179.94270422048692,0.0,3.259401440359351,0.2799524950341876,0.424717972012516,0.4754230425195676
primary_antialigned_secondary_aligned_q0.3_chi10.2_chi20.2_th1180_th20.0573_dphi0,0.3,0.2,0.2,179.94270422048692,0.0572957795130823,0.0,3.458086677817605,1.3878979206422415,0.4960087317233497,0.3412932601761933
