PN_order,method,degree,sigma_power,holdout_cut,a_known_min,a_known_max,n_train,n_hidden,status,error,n_eval,nrmse_Ebind,nrmse_chi,nrmse_S,bias_S,max_abs_residual_S,stability_score
1PN,Taylor,4,3.0,13.0,10.0,19.41014603514319,1741,1140,success,,2000,1.0035099737358989e-07,0.008358592845818016,0.007901414969582148,-0.0009034202420902187,0.0038378854549652175,0.016260108166397537
1PN,Taylor,4,4.0,13.0,10.0,19.41014603514319,1741,1140,success,,2000,1.0035060193446964e-07,0.007905642111509821,0.0074710861397110995,-0.000850408982712338,0.00364543251178695,0.015376828601822854
1PN,Taylor,2,1.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.03802531437508404,0.19848412654974942,0.186833403311455,-0.034548071629941245,0.10359202924047395,0.42334284423628843
1PN,Taylor,2,2.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.03698485838039915,0.19136035702607143,0.17995336901106831,-0.03311622498272124,0.10028872339998962,0.40829858441753886
1PN,Taylor,2,3.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.035974248079040066,0.18450010753051024,0.17333973057228136,-0.03174874799661679,0.09709049149081217,0.39381408618183167
1PN,Taylor,2,4.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.034991618111959256,0.1778868065437885,0.16697520055995085,-0.03044118785573685,0.09399104339566478,0.3798536252156986
1PN,Taylor,3,1.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.002145105484828746,0.04708481899289611,0.04248387817297644,0.007044023593806337,0.02718822358325923,0.09171380265070131
1PN,Taylor,3,2.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.0020861025180515954,0.045472682600016384,0.04102071425545694,0.006776034576957614,0.02635111062963702,0.08857949937352491
1PN,Taylor,3,3.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.0020287716949361143,0.04391683557420455,0.03960902078235652,0.006518744429887918,0.025539479678691634,0.08555462805149719
1PN,Taylor,3,4.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,0.0019730509865985,0.04241491836459078,0.03824662195689056,0.006271638051382028,0.024752395943730576,0.08263459130807985
1PN,Taylor,4,1.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,7.922728165267793e-08,0.011580747106462603,0.010438910448421712,-0.0015705296846993272,0.0075337293178368014,0.02201973678216597
1PN,Taylor,4,2.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,7.92238241915653e-08,0.011194806028362482,0.010088719508974345,-0.0015134118281552099,0.00730167780773705,0.02128360476116102
1PN,Taylor,4,3.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,7.922610757702393e-08,0.01082189519249863,0.00975046482752573,-0.0014584407755585227,0.00707677001855167,0.02057243924613194
1PN,Taylor,4,4.0,14.0,10.0,19.41014603514319,1419,1462,success,,2000,7.922510074862947e-08,0.010461538355621655,0.009423704487987393,-0.0014055276932655972,0.006858768969244977,0.0198853220687098
1PN,Taylor,2,1.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.03734606500132447,0.19884915899142394,0.1788696207120827,-0.041443825498666945,0.1373000543369276,0.4150648447048311
1PN,Taylor,2,2.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.0367631523926759,0.1946748747914123,0.17499032479525645,-0.04042247882749845,0.13472253694058445,0.4064283519793446
1PN,Taylor,2,3.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.036189754751429964,0.1905906596617465,0.17119977497814062,-0.03942888900678412,0.13219347753418198,0.3979801893913171
1PN,Taylor,2,4.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.035625396899789684,0.18659229608579025,0.16749372607867685,-0.038461658323229016,0.1297106053724839,0.38971141906425677
1PN,Taylor,3,1.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.0022975905472417918,0.0516491813438199,0.04419033161353398,0.009132754143386794,0.0391762983903341,0.09813710350459567
1PN,Taylor,3,2.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.0022613555419166865,0.0506150917080454,0.04330054237267701,0.008928435997870712,0.0384728942158894,0.0961769896226391
1PN,Taylor,3,3.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.0022257091450335227,0.049602094412700685,0.042429027716308645,0.008728936695124279,0.0377819267347661,0.09425683127404286
1PN,Taylor,3,4.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,0.002190636813514978,0.04860961836930389,0.04157528963115579,0.008534106837473117,0.03710309439795978,0.09237554481397467
1PN,Taylor,4,1.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,6.685556005388341e-08,0.013909145859804859,0.011900688083887834,-0.002221470731571855,0.011937700932900697,0.025809900799252744
1PN,Taylor,4,2.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,6.685863713536382e-08,0.013638139975692127,0.01166696630552502,-0.0021740405922095816,0.011722517410223787,0.02530517313985428
1PN,Taylor,4,3.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,6.685456579347637e-08,0.013372481032899019,0.011437910218150986,-0.002127659471846142,0.011511212007087934,0.024810458105615798
1PN,Taylor,4,4.0,15.0,10.0,19.41014603514319,1120,1761,success,,2000,6.685030015203577e-08,0.013112049380457961,0.011213413838596864,-0.002082300748331118,0.01130370497218891,0.024325530069354978
2PN,Taylor,2,1.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.03906263390068098,0.2732223304483893,0.28902416900957784,-0.014018244486248343,0.02472578141617099,0.6013091333586481
2PN,Taylor,2,2.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.03389353825717001,0.23115348437844513,0.2442529430548416,-0.01174194145206667,0.02135458816206892,0.5092999656904568
2PN,Taylor,2,3.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.02943243393292966,0.19572060629860097,0.20660961030907912,-0.00984146032810998,0.01844368535300056,0.43176265054060975
2PN,Taylor,2,4.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.025568941799974404,0.16577419888107034,0.17484529211404337,-0.008250340369334022,0.01592278693489746,0.3661884327950881
2PN,Taylor,3,1.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.0008163651162021472,0.040318686337249734,0.041860095600214114,0.0019119327281172272,0.0041101403821937055,0.082995147053666
2PN,Taylor,3,2.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.0007064813810885103,0.0343835107818915,0.03568047474858345,0.0016137902202933469,0.0035616246025682585,0.07077046691156347
2PN,Taylor,3,3.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.0006117620368978706,0.029342097969802142,0.03043463194038597,0.0013631443446215422,0.0030864334070130894,0.06038849194708598
2PN,Taylor,3,4.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,0.0005299705438154184,0.025052150044735745,0.025973347248576004,0.0011520881824568568,0.0026743712175694156,0.05155546783712717
2PN,Taylor,4,1.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,3.902019879082804e-05,0.006101646093841787,0.006324090474634847,-0.00027102095039906085,0.000693380149357381,0.012464756767267462
2PN,Taylor,4,2.0,11.0,10.0,19.526709393040502,2493,414,success,,2000,3.422259482330423e-05,0.005227522228607381,0.0054159115835417885,-0.0002299316998950589,0.0006014813462194013,0.010677656406972474
